"ensembl_gene_id","external_gene_name","description","gene_biotype","chromosome_name","start_position","end_position"
"FBgn0051424","Ir94b","Ionotropic receptor 94b","protein_coding","3R",22115471,22117249
"FBgn0085422","CG34393","","protein_coding","2L",3175112,3200496
"FBgn0267366","mil","milkah","protein_coding","3R",27912447,27913785
"FBgn0267365","l(2)SH0834","lethal (2) SH0834","protein_coding","2L",10311050,10312099
"FBgn0267363","JYalpha","JYalpha","protein_coding","4",879,5039
"FBgn0265733","lncRNA:CR44540","long non-coding RNA:CR44540","ncRNA","3L",10247805,10248588
"FBgn0265732","lncRNA:CR44539","long non-coding RNA:CR44539","ncRNA","3L",10246790,10247771
"FBgn0000109","Aprt","Adenine phosphoribosyltransferase","protein_coding","3L",1883795,1885019
"FBgn0030824","CG5070","","protein_coding","X",17203112,17203925
"FBgn0030823","TTLL1A","Tubulin tyrosine ligase-like 1A","protein_coding","X",17200726,17202598
"FBgn0265736","lncRNA:CR44543","long non-coding RNA:CR44543","ncRNA","3L",10410872,10411240
"FBgn0265735","lncRNA:CR44542","long non-coding RNA:CR44542","ncRNA","3L",10236609,10236936
"FBgn0265734","lncRNA:CR44541","long non-coding RNA:CR44541","ncRNA","3L",10242799,10243242
"FBgn0265739","lncRNA:CR44546","long non-coding RNA:CR44546","ncRNA","3L",10794964,10795175
"FBgn0000100","RpLP0","Ribosomal protein LP0","protein_coding","3L",22075867,22077487
"FBgn0030829","CG12998","","protein_coding","X",17218667,17219787
"FBgn0085354","CG34325","","protein_coding","X",16714449,16721411
"FBgn0085283","CR34254","","pseudogene","3L",18679559,18680779
"FBgn0085282","CG34253","","protein_coding","3L",18086674,18087320
"FBgn0036618","Cpr72Eb","Cuticular protein 72Eb","protein_coding","3L",16364899,16365707
"FBgn0085280","CG34251","","protein_coding","3L",17671622,17683581
"FBgn0085287","CG34258","","protein_coding","3L",19951235,19951968
"FBgn0085425","CG34396","","protein_coding","2R",21092222,21101453
"FBgn0085285","CG34256","","protein_coding","3L",18988736,18989815
"FBgn0085284","Blos3","Biogenesis of lysosome-related organelles complex 1, subunit 3","protein_coding","3L",18870224,18870897
"FBgn0036612","CG4998","","protein_coding","3L",16339003,16345241
"FBgn0085289","CG34260","","protein_coding","3L",20714100,20715158
"FBgn0085288","Grl62c","Gustatory receptor-like 62c","protein_coding","3L",2026991,2028326
"FBgn0082831","pps","protein partner of snf","protein_coding","3R",12413828,12421251
"FBgn0036617","Cpr72Ea","Cuticular protein 72Ea","protein_coding","3L",16362603,16363750
"FBgn0036614","Golgin104","Golgin 104","protein_coding","3L",16348747,16351951
"FBgn0266213","lncRNA:CR44908","long non-coding RNA:CR44908","ncRNA","2L",20000122,20000448
"FBgn0032979","Clamp","Chromatin-linked adaptor for MSL proteins","protein_coding","2L",22165720,22169143
"FBgn0052357","tRNA:Met-CAT-1-4","transfer RNA:Methionine-CAT 1-4","tRNA","3L",16349917,16349989
"FBgn0032973","CG6675","","protein_coding","2L",22108964,22110449
"FBgn0032972","CG10834","","protein_coding","2L",22106862,22107304
"FBgn0032971","ttm3","tiny tim 3","protein_coding","2L",22079632,22080738
"FBgn0032754","CG10700","","protein_coding","2L",19077276,19079028
"FBgn0032753","CG17572","","protein_coding","2L",19071131,19074149
"FBgn0032752","CG10702","","protein_coding","2L",19064832,19069851
"FBgn0032751","CG17343","","protein_coding","2L",19064929,19069673
"FBgn0032974","CG3651","","protein_coding","2L",22121338,22126614
"FBgn0086068","snoRNA:Or-CD12","","snoRNA","3L",3221350,3221427
"FBgn0086069","snoRNA:Me28S-C3351","","snoRNA","3L",3221771,3221847
"FBgn0004956","upd1","unpaired 1","protein_coding","X",18305354,18309291
"FBgn0004957","por","porcupine","protein_coding","X",18377521,18379854
"FBgn0086062","snoRNA:Me28S-C788b","","snoRNA","3L",827075,827144
"FBgn0086063","snoRNA:Me28S-C788a","","snoRNA","3L",827312,827383
NA,NA,NA,NA,NA,NA,NA
"FBgn0086061","snoRNA:Or-CD8","","snoRNA","3R",29862626,29862717
"FBgn0086066","snoRNA:Me5.8S-G74","","snoRNA","3L",829922,829992
"FBgn0086067","snoRNA:Me28S-A771","","snoRNA","3L",830437,830511
"FBgn0086064","snoRNA:Me28S-G3113b","","snoRNA","3L",827537,827620
"FBgn0086065","snoRNA:Me28S-G3113a","","snoRNA","3L",827764,827843
"FBgn0265885","lncRNA:CR44674","long non-coding RNA:CR44674","ncRNA","3L",18707933,18708692
"FBgn0265884","lncRNA:CR44673","long non-coding RNA:CR44673","ncRNA","3L",18478822,18479223
"FBgn0265887","lncRNA:CR44676","long non-coding RNA:CR44676","ncRNA","3L",19560820,19561190
"FBgn0265886","lncRNA:CR44675","long non-coding RNA:CR44675","ncRNA","3L",19052302,19052790
"FBgn0265881","lncRNA:CR44670","long non-coding RNA:CR44670","ncRNA","3L",18456399,18456800
"FBgn0265880","lncRNA:CR44669","long non-coding RNA:CR44669","ncRNA","3L",18135786,18136231
"FBgn0265883","lncRNA:CR44672","long non-coding RNA:CR44672","ncRNA","3L",18475298,18475679
"FBgn0265882","lncRNA:CR44671","long non-coding RNA:CR44671","ncRNA","3L",18457201,18457550
"FBgn0024361","Tsp2A","Tetraspanin 2A","protein_coding","X",1346553,1348143
"FBgn0265889","lncRNA:CR44678","long non-coding RNA:CR44678","ncRNA","3L",19678921,19680121
"FBgn0265888","lncRNA:CR44677","long non-coding RNA:CR44677","ncRNA","3L",19555533,19557202
"FBgn0024360","MTPAP","mitochondrial poly(A) polymerase","protein_coding","X",1344872,1349357
"FBgn0003900","twi","twist","protein_coding","2R",22985374,23048325
"FBgn0013949","Elal","Elastin-like","protein_coding","3R",24865350,24867651
"FBgn0264818","lncRNA:CR44026","long non-coding RNA:CR44026","ncRNA","X",17182880,17183242
"FBgn0032247","CG5188","","protein_coding","2L",10428829,10429988
"FBgn0039313","CG11892","","protein_coding","3R",25281548,25283237
"FBgn0032430","Trm1","tRNA methyltransferase 1","protein_coding","2L",12428028,12430021
"FBgn0001215","Hrb98DE","Heterogeneous nuclear ribonucleoprotein at 98DE","protein_coding","3R",28599834,28605777
"FBgn0001216","Hsc70-1","Heat shock protein 70 cognate 1","protein_coding","3L",13974061,13977761
"FBgn0032431","CG5435","","protein_coding","2L",12429827,12430892
"FBgn0053160","CG33160","","protein_coding","3L",3205539,3206363
"FBgn0032436","CG5418","","protein_coding","2L",12451945,12453242
"FBgn0001218","Hsc70-3","Heat shock protein 70 cognate 3","protein_coding","X",11801696,11807117
"FBgn0032437","CR17024","","pseudogene","2L",12453664,12454951
"FBgn0011812","Lcp1Psi","Larval cuticle protein 1 pseudogene","pseudogene","2R",8432886,8433384
"FBgn0011817","nmo","nemo","protein_coding","3L",7979046,8054147
"FBgn0029669","CG13021","","protein_coding","X",3514316,3515757
"FBgn0039315","CG13658","","protein_coding","3R",25287474,25288930
"FBgn0005683","pie","pineapple eye","protein_coding","2L",10420625,10422780
"FBgn0262213","mir-2495","mir-2495 stem loop","ncRNA","2L",5068570,5068684
"FBgn0266282","SMC6","Structural maintenance of chromosomes 6","protein_coding","3R",24189050,24193423
"FBgn0266280","lncRNA:CR44965","long non-coding RNA:CR44965","ncRNA","X",761976,762500
"FBgn0266281","lncRNA:CR44966","long non-coding RNA:CR44966","ncRNA","X",765288,766100
"FBgn0266284","Ns3","Nucleostemin 3","protein_coding","X",1461844,1464220
"FBgn0262647","Nup160","Nucleoporin 160kD","protein_coding","2L",11123777,11129335
"FBgn0262215","mir-989","mir-989 stem loop","ncRNA","2R",14145351,14145524
"FBgn0031940","CG7214","","protein_coding","2L",7743682,7744839
"FBgn0053349","ppk25","pickpocket 25","protein_coding","2R",6950385,6952158
"FBgn0053348","CheB42a","Chemosensory protein B 42a","protein_coding","2R",6949482,6950284
"FBgn0032439","Ref2","RNA and export factor binding protein 2","protein_coding","2L",12610517,12646356
"FBgn0042101","CG18744","","protein_coding","3R",7797078,7798771
"FBgn0042103","CG18746","","protein_coding","3R",7788282,7790187
"FBgn0061198","HSPC300","Haematopoietic stem/progenitor cell protein 300","protein_coding","2R",24027717,24028789
"FBgn0053341","CG33341","","protein_coding","3R",24368358,24369419
"FBgn0053340","CG33340","","protein_coding","3R",24363138,24364289
"FBgn0262216","mir-974","mir-974 stem loop","ncRNA","X",19551678,19551778
"FBgn0053346","CG33346","","protein_coding","3R",28669233,28670452
"FBgn0035998","CG3437","","protein_coding","3L",9456342,9457669
"FBgn0035999","CG3552","","protein_coding","3L",9456318,9459370
"FBgn0263078","CG43339","","protein_coding","2L",18671604,18673285
"FBgn0263079","CG43338","","protein_coding","2L",18666892,18671246
"FBgn0024244","drm","drumstick","protein_coding","2L",3539247,3548423
"FBgn0024245","dnt","doughnut on 2","protein_coding","2L",19338669,19363227
"FBgn0263072","CG43347","","protein_coding","X",10602641,10620190
"FBgn0024248","chico","chico","protein_coding","2L",10242512,10247078
"FBgn0035993","Nf-YA","Nuclear factor Y-box A","protein_coding","3L",9440056,9442267
"FBgn0263076","Klp54D","Kinesin-like protein at 54D","protein_coding","2R",17557031,17563406
"FBgn0035995","CG3529","","protein_coding","3L",9446864,9450785
"FBgn0035996","CG3448","","protein_coding","3L",9450545,9451572
"FBgn0035997","phol","pleiohomeotic like","protein_coding","3L",9452803,9456281
"FBgn0033515","Ir47a","Ionotropic receptor 47a","protein_coding","2R",10377128,10380109
"FBgn0266652","lncRNA:CR45159","long non-coding RNA:CR45159","ncRNA","3L",24290290,24290864
"FBgn0004882","orb","oo18 RNA-binding protein","protein_coding","3R",23260610,23280856
"FBgn0261927","lncRNA:CR42794","long non-coding RNA:CR42794","ncRNA","X",5697123,5697660
"FBgn0036566","ClC-c","Chloride channel-c","protein_coding","3L",16090454,16096151
"FBgn0051583","tRNA:Asn-GTT-1-10","transfer RNA:Asparagine-GTT 1-10","tRNA","3R",8139533,8139606
"FBgn0267598","lncRNA:CR45936","long non-coding RNA:CR45936","ncRNA","3L",18243700,18244239
"FBgn0261925","CG42792","","protein_coding","2L",15864929,15865461
"FBgn0029524","CG3176","","protein_coding","X",481862,482768
"FBgn0029525","CG18273","","protein_coding","X",482777,487581
"FBgn0029526","CR18166","","pseudogene","X",479864,481826
"FBgn0029521","Or1a","Odorant receptor 1a","protein_coding","X",315123,316566
"FBgn0029522","CG13373","","protein_coding","X",476984,478191
"FBgn0029523","CR18275","","pseudogene","X",476857,479309
"FBgn0029529","CG13365","","protein_coding","X",620717,621215
"FBgn0031513","CG3347","","protein_coding","2L",3269437,3271806
"FBgn0250823","gish","gilgamesh","protein_coding","3R",16272452,16304768
"FBgn0038923","mRpL35","mitochondrial ribosomal protein L35","protein_coding","3R",22023527,22024341
"FBgn0035192","galene","galene","protein_coding","3L",1235726,1242025
"FBgn0038921","Theg","Testicular haploid expressed gene","protein_coding","3R",22014697,22016212
"FBgn0035194","Psf1","Partner of Sld Five 1","protein_coding","3L",1246986,1247677
"FBgn0250826","CG34160","","protein_coding","2L",10579753,10580324
"FBgn0035196","Bfc","Booster for Crq","protein_coding","3L",1250696,1251778
"FBgn0250824","CG33655","","protein_coding","2R",21317793,21320017
"FBgn0035198","CG9133","","protein_coding","3L",1252012,1255986
"FBgn0035199","tfc","triforce","protein_coding","3L",1256449,1274498
"FBgn0038928","Fadd","Fas-associated death domain","protein_coding","3R",22034455,22035617
"FBgn0038929","CG13408","","protein_coding","3R",22080382,22083473
"FBgn0052694","CG32694","","protein_coding","X",9989690,10006882
"FBgn0052695","CG32695","","protein_coding","X",9872382,9874057
"FBgn0052690","lncRNA:CR32690","long non-coding RNA:CR32690","ncRNA","X",10204400,10205289
"FBgn0052693","Gr9a","Gustatory receptor 9a","protein_coding","X",10061627,10062785
"FBgn0051802","CG31802","","protein_coding","2L",18208415,18209237
"FBgn0052698","CARPB","Carbonic anhydrase-related protein B","protein_coding","X",9783223,9855449
"FBgn0019830","colt","congested-like trachea","protein_coding","2L",2768590,2770069
"FBgn0259977","Tdc1","Tyrosine decarboxylase 1","protein_coding","2R",6677001,6680391
"FBgn0259974","Sfp84E","Seminal fluid protein 84E","protein_coding","3R",7979588,7980322
"FBgn0259975","Sfp87B","Seminal fluid protein 87B","protein_coding","3R",12273126,12273521
"FBgn0259972","Sfp77F","Seminal fluid protein 77F","protein_coding","3L",20896268,20897417
"FBgn0259973","Sfp79B","Seminal fluid protein 79","protein_coding","3L",22080322,22080554
"FBgn0259970","Sfp70A4","Seminal fluid protein 70A4","protein_coding","3L",13296530,13296860
"FBgn0259971","CG42481","","protein_coding","3L",13298797,13299023
"FBgn0259978","vlc","vulcan","protein_coding","2R",5702112,5705439
NA,NA,NA,NA,NA,NA,NA
"FBgn0035153","ebd1","earthbound 1","protein_coding","3L",682885,685549
"FBgn0013762","Cdk5","Cyclin-dependent kinase 5","protein_coding","2R",15569528,15571417
"FBgn0015288","RpL22","Ribosomal protein L22","protein_coding","X",762560,765130
"FBgn0038523","Sgs5bis","","protein_coding","3R",17594386,17595057
"FBgn0037483","CG14609","","protein_coding","3R",7200970,7203450
"FBgn0052438","SMC5","Structural maintenance of chromosomes 5","protein_coding","3L",21569176,21573523
"FBgn0000640","Fbp2","Fat body protein 2","protein_coding","2L",9426784,9427917
"FBgn0040087","p115","p115","protein_coding","X",7894031,7896991
"FBgn0019952","Orct","Organic cation transporter","protein_coding","3R",24276260,24278792
"FBgn0052432","CG32432","","protein_coding","3L",20844332,20885188
"FBgn0019957","ND-42","NADH dehydrogenase (ubiquinone) 42 kDa subunit","protein_coding","3R",22027709,22029393
"FBgn0052436","CG32436","","protein_coding","3L",21344033,21355049
"FBgn0052437","CG32437","","protein_coding","3L",21357683,21359867
"FBgn0028926","NC2beta","Negative Cofactor 2beta","protein_coding","2L",15007813,15008538
"FBgn0028920","CG8997","","protein_coding","2L",13843915,13845325
"FBgn0034351","rswl","roswell","protein_coding","2R",18451284,18452736
"FBgn0034350","Lamtor2","Late endosomal/lysosomal adaptor, MAPK and MTOR activator 2","protein_coding","2R",18446548,18449420
"FBgn0267959","lncRNA:CR46239","long non-coding RNA:CR46239","ncRNA","3R",13864597,13865095
"FBgn0267958","lncRNA:CR46238","long non-coding RNA:CR46238","ncRNA","3R",12744672,12745388
"FBgn0261508","CG42656","","protein_coding","3R",7492961,7493271
"FBgn0261509","haf","hattifattener","protein_coding","2L",1555129,1609389
"FBgn0261504","7SLRNA:CR42652","Signal recognition particle 7SL RNA CR42652","ncRNA","3R",6820131,6820429
"FBgn0261505","CR42653","","pseudogene","2R",1207416,1209312
"FBgn0022710","Ac13E","Adenylyl cyclase 13E","protein_coding","X",15510877,15554278
"FBgn0261507","CG42655","","protein_coding","3L",19952971,19953712
"FBgn0267955","lncRNA:CR46235","long non-coding RNA:CR46235","ncRNA","2R",17245061,17245501
"FBgn0267954","lncRNA:CR46234","long non-coding RNA:CR46234","ncRNA","2R",18815654,18816452
"FBgn0267957","lncRNA:CR46237","long non-coding RNA:CR46237","ncRNA","2R",12900881,12901613
"FBgn0261503","lncRNA:CR42651","long non-coding RNA::CR42651","ncRNA","3R",6808796,6816379
"FBgn0262853","CR43217","","pseudogene","X",11586228,11586944
"FBgn0262852","CR43216","","pseudogene","X",11587283,11589173
"FBgn0262851","CR43215","","pseudogene","X",11589376,11591266
"FBgn0026878","CG4325","","protein_coding","X",2042730,2043818
"FBgn0262857","CG43221","","protein_coding","2L",17485757,17486365
"FBgn0262856","CG43220","","protein_coding","2L",17486564,17486801
"FBgn0262855","CG43219","","protein_coding","3L",21220400,21223118
"FBgn0262854","CG43218","","protein_coding","3L",21258020,21258758
"FBgn0026873","MED18","Mediator complex subunit 18","protein_coding","X",1865909,1866887
"FBgn0026872","CG14777","","protein_coding","X",1466134,1468692
"FBgn0262858","MtnF","Metallothionein F","protein_coding","3R",24634625,24635165
"FBgn0026876","CG11403","","protein_coding","X",1236873,1239884
"FBgn0026874","CG13358","","protein_coding","X",803424,804921
"FBgn0267033","mamo","maternal gene required for meiosis","protein_coding","X",13846116,13990527
"FBgn0260639","gammaTub23C","gamma-Tubulin at 23C","protein_coding","2L",2972891,2974858
"FBgn0000489","Pka-C3","Protein kinase, cAMP-dependent, catalytic subunit 3","protein_coding","3L",15925805,15954797
"FBgn0260635","Diap1","Death-associated inhibitor of apoptosis 1","protein_coding","3L",16038410,16051034
"FBgn0260634","eIF4G2","eukaryotic translation initiation factor 4G2","protein_coding","3R",23808285,23819237
"FBgn0284420","lncRNA:TS27","long noncoding RNA: testis-specific 27","ncRNA","3R",27999908,28001015
"FBgn0000482","dor","deep orange","protein_coding","X",1665052,1668451
"FBgn0260632","dl","dorsal","protein_coding","2L",17436830,17450364
"FBgn0035138","CG13884","","protein_coding","3L",365664,366437
NA,NA,NA,NA,NA,NA,NA
"FBgn0038865","cDIP","Common Dpr-interacting protein","protein_coding","3R",21159238,21161092
"FBgn0264394","asRNA:CR43842","antisense RNA:CR43842","ncRNA","X",18460818,18462823
"FBgn0039194","CG13614","","protein_coding","3R",24369568,24370731
"FBgn0039195","CG17782","","protein_coding","3R",24370751,24372762
"FBgn0039196","CG17781","","protein_coding","3R",24373456,24375661
"FBgn0264395","CG43843","","protein_coding","X",18459138,18460418
"FBgn0039190","CG5762","","protein_coding","3R",24360705,24361683
"FBgn0031479","Prx6a","Peroxiredoxin 6a","protein_coding","2L",2877091,2878232
"FBgn0031478","CG8814","","protein_coding","2L",2874890,2877168
"FBgn0284421","Psn","Presenilin","protein_coding","3L",20432468,20435156
"FBgn0031476","CG8813","","protein_coding","2L",2869652,2870649
"FBgn0031474","CG2991","","protein_coding","2L",2857164,2868548
"FBgn0031473","CG3104","","protein_coding","2L",2848989,2855778
"FBgn0039199","CG13615","","protein_coding","3R",24390518,24391870
"FBgn0031471","CG3117","","protein_coding","2L",2845926,2847212
"FBgn0031470","CG18557","","protein_coding","2L",2844601,2845734
"FBgn0032249","TBC1D16","TBC1 domain family member 16","protein_coding","2L",10432687,10435656
